category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,original_title,original_row_id,error_log
Networking & Smart Home,Budget,New,False,Current-Gen,,,,,,,,,VIVO,1.0,0.9,"VIVO 500ft Bulk Cat6 Wire, Full Copper Ethernet Cable, 23 AWG, UTP Pull Box, LAN Network, Blue, CABLE-V017",4890.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,32.0,144.0,,4K/UHD (2160p),,"HDMI, DisplayPort",LG,1.0,0.95,"LG 32GQ750-B 32-inch Ultragear 4K UHD (3840 x 2160) Gaming Monitor, 144Hz, 1ms, AMD FreeSync Premium, HDR10, Reader Mode, Built-in Speaker, HDMI, DisplayPort, Tilt/Height/Pivot Stand, Black",4891.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,,,Fractal Design,1.0,0.95,Fractal Design Pop XL Air RGB Black Tempered Glass Clear Tint,4892.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,384.0,,,,Wired,Sound BlasterX,1.0,0.95,"Sound BlasterX G6 Hi-Res 130dB 32bit/384kHz Gaming DAC, External USB Sound Card with Xamp Headphone Amp, Dolby Digital, 7.1 Virtual Surround Sound, Sidetone/Speaker Control for PS4, Xbox One",4893.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,16.0,512.0,10.51,60.0,,FHD (1080p),Intel N150,"WiFi 6, BT5.2",CHUWI,1.0,1.0,"CHUWI MiniBook X 2-in-1 Touchscreen Laptop, 16GB LPDDR5 512GB SSD, Intel N150 (up to 3.6GHz), Windows 11 Convertible Laptop 10.51"", 2TB SSD Expand, FHD IPS 1920*1200, Backlit Keyboard, WiFi 6, BT5.2",4894.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Klipsch,1.0,1.0,Klipsch CDT-5650-C II In-Ceiling Speaker - White (Each),4895.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,,,FHD (1080p),,,ViewSonic,1.0,1.0,"ViewSonic VX2776-SMHD 27 Inch 1080p IPS Monitor with FreeSync, Ultra-Thin Bezels, HDMI and DisplayPort",4896.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Sony,1.0,1.0,Sony FE 50mm F1.4 GM Lens (Sony E),4897.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Canon,1.0,0.9,"Canon RF14-35mm F4 L is USM Lens, Wide-Angle Zoom Lens, Compatible with EOS R Series Mirrorless Cameras, Black",4898.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,8.9,,,,,,Scotch,50.0,1.0,"Scotch Thermal Laminating Pouches, 50 Count, Clear, 3 mil., Laminate Homemade Ornaments, Christmas Banners and Gift Tags, Ideal Holiday Supplies, Fits Letter Sized (8.9 in. × 11.4 in.) Paper",4899.0,
Displays & Mounting,Premium,New,True,Current-Gen,,,,,,,,,MSI,1.0,1.0,"MSI MAG MT201D - Premium Heavy Duty Dual Monitor Stand Arms, 17-45"" Support, VESA Compatible, Adjustable Spring Mount, 44 lbs per Screen, Clamp & Grommet, Quick Release Plate - Black",4900.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,0.47,26.2,,,,,Brother,1.0,0.95,"Brother Genuine P-Touch TZE-131 Tape, 1/2"" (0.47"") Standard Laminated P-Touch Tape, Black on Clear, Perfect for Indoor or Outdoor Use, Water Resistant, 26.2 Feet (8M), Single-Pack, TZe131",4901.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,90.0,,,,DP alt mode,Microsoft,1.0,1.0,"Microsoft Audio Dock - Up to 90dB SPL - Two omni-directional microphone arrays - 70Hz ~ 20kHz for music playback - Support DP alt mode, up to Dual Display - Windows 11 Home/Pro, Windows 10, MacOS",4902.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,11.0,,,,,,Fintie,1.0,1.0,"Fintie Case for iPad Air 11-inch M3 (2025) / M2 (2024), iPad Air 5th (2022) / 4th Generation (2020) 10.9 Inch, Multi-Angle Viewing Protective Cover with Pencil Holder & Pocket, Lilac Marble",4903.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Panasonic,6.0,0.95,"Eneloop Panasonic BK-3MCCA6BA AA 2100 Cycle Ni-MH Pre-Charged Rechargeable Batteries, 6-Battery Pack",4904.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,1.0,,,,,,UGREEN,1.0,0.9,"UGREEN USB C to Aux Type C to 3.5mm Audio Adapter Hi-Fi Stereo Cord Headphone Male Car Auxiliary Cable Compatible with iPhone 16 15 Pro Max Plus, Galaxy S25 S24 Ultra iPad Pixel 9, Grey, 3.3FT",4905.0,
Smartphones & Wearables,Mainstream,New,False,Current-Gen,,,1.72,,,,,BT5.4,XIAOMI,1.0,0.95,"XIAOMI Mi Smart Band 10 (2025) - 1.72"" AMOLED Display | 21 Days Battery Life | Touchscreen, Multi-Sport Tracker, Activity Tracker, Heart Rate Monitor | BT5.4 - Midnight Black",4906.0,
Smartphones & Wearables,Mainstream,New,True,Current-Gen,,,,,,,,,Garmin,1.0,0.95,"Garmin Lily® 2 Active, Small and Stylish Smartwatch, Built-in GPS, Hidden Display, Patterned Lens, Up to 9 Days Battery Life, Silver with Purple Jasmine Silicone Band",4907.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,4.0,150.0,,,,,Pioneer,2.0,0.9,"Pioneer F-Series TS-F1035R 4” 2-Way Speakers (Pair) – 150W Max, Balanced Sound + Smooth Treble, Great Stock Replacement, High-Efficiency Speaker Designed for OEM Power",4908.0,
Smartphones & Wearables,Premium,New,True,Current-Gen,,,,,,,,,Garmin,2.0,0.95,Garmin 010-02541-10 Fenix 7X Sapphire Solar Smartwatch Carbon Gray DLC Titanium with Black Band Bundle with 2 YR CPS Enhanced Protection Pack,4909.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Brady,1.0,0.95,"Brady M211 Portable Bluetooth Monochrome Label Printer, Yellow/Black",4910.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Canon,1.0,0.95,"Canon EF 70-200mm f/2.8L IS III USM Lens for Canon Digital SLR Cameras, White - 3044C002",4911.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Canon,1.0,0.9,Matte Black Ink 55ml (PFI-030MBK) for Canon imagePROGRAF TA-20 and TA-30,4912.0,
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,16.0,1024.0,27.0,60.0,,FHD (1080p),Intel Core i5-12450H,WiFi 6E,Acer,1.0,1.0,acer Aspire C27-1800-UR12 AIO Desktop | 27 Inch Full HD IPS Display | Intel Core i5-12450H | UHD Graphics | 16GB DDR4 | 1TB PCIe Gen 4 SSD | Wireless Wi-Fi 6E | Wireless Keyboard & Mouse,4913.0,
Accessories & Consumables,Mainstream,New,True,Legacy,,,,,,,,,Canon,5.0,0.9,"Canon PFI-030 Pigment Ink Tank Kit for Select imagePROGRAF PRO Series, Includes Matte Black/Black/Magenta/Cyan/Yellow",4914.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Focal,1.0,0.95,Focal FBATHYSMG Bluetooth® Headphones with Active Noise Cancellation,4915.0,
Networking & Smart Home,Mainstream,New,False,Legacy,,,,,,,,,GE,1.0,0.9,"GE Coax Plate, 1-Port, One Wall Mounted F-Type Connection for Coaxial Cable, Screws Included, Single Gang, White, 40050",4916.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,,Uniden,1.0,0.95,"Uniden BCD996P2 Digital Mobile TrunkTracker V Scanner, 25,000 Dynamically Allocated Channels, Close Call RF Capture Technology, 4-Line Alpha display, Base/Mobile Design, Phase 2",4917.0,
Smartphones & Wearables,Mainstream,New,True,Current-Gen,,,47.0,,,,,Bluetooth,SAMSUNG,1.0,1.0,"SAMSUNG Galaxy Watch 6 Classic 47mm Stainless-Steel Smartwatch w/Fitness Tracker, Heart Monitor, BIA Sensor, Bluetooth – Black",4918.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Uniden,1.0,0.9,"Uniden SSS00275R Large Premium Suction Cup Mounting Bracket for R8w, R8, R7, R4w, and R4 detectors. Secure Mount for Ultimate Radar Detector Performance.",4919.0,
Displays & Mounting,Premium,New,True,Current-Gen,,,,,,4K/UHD (2160p),,,LG,1.0,0.95,"LG CineBeam Q HU710PB 4K Smart Portable Projector with Auto Screen Adjustment, Auto Focus, RGB Laser, Up to 154% DCI-P3",4920.0,
Audio & Video Equipment,Budget,New,False,Current-Gen,,,,,,,,,Elgato,1.0,0.9,"Elgato Wave Desk Stand - Adjustable Mounting Arm for Microphones, Works, HyperX, Rode, Fifine, Shure and More Mics, Compatible 1/4, 3/8 & 5/8 Thread, for Recording/Podcasting/Streaming",4921.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,360.0,,,,,,Lian Li,1.0,0.95,"Lian Li Galahad II Trinity 360MM- AIO CPU Liquid Cooler -Pre-Installed ARGB Daisy-chainable Radiator Fans or UNI Fan SL-INF Fans - for Intel® LGA 1700, 1200, 115X, AMD® AM5/AM4 Sockets (GA2T36INB.US)",4922.0,
Accessories & Consumables,Budget,New,True,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 37X Black High-yield Toner Cartridge | Works with HP LaserJet Enterprise M608, M609 Series, HP LaserJet Enterprise MFP M631, M632, M633 Series | CF237X",4923.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Amazfit,1.0,0.95,"Amazfit Up Bluetooth Headphones, Open Ear Wireless Earbuds with Easy Touch, IPX4 Water Resistant & Sweatproof, AI Noise Reduction, Earphones for Sports, Running, Compatible with Android & iPhone",4924.0,
Networking & Smart Home,Mainstream,Renewed/Refurbished,True,Current-Gen,,,,,,,,Wired,Netgear,1.0,1.0,"Netgear Gigabit Cable Modem (32x8) DOCSIS 3.1 | for XFINITY by Comcast, Cox. Compatible with Gig-Speed from Xfinity - CM1000-1AZNAS (Renewed)",4925.0,
Audio & Video Equipment,Mainstream,New,False,Cutting-Edge,,,6.5,,350.0,,,,ORION,2.0,0.95,"ORION XTR XTX654 High Efficiency 6.5"" Mid-Range Bullet Loudspeakers, 1400W Max Power, 350W RMS, 4 Ohm, 1.5"" Voice Coil - Pro Car Audio Stereo, Midrange Speakers (Pair)",4926.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,65.0,,,,Baseus,2.0,0.95,"Baseus 2 Pack 65W USB C Charger Block, PPS 3-Port Fast Compact Foldable USB C Charger for MacBook, iPad Pro, Galaxy S24, iPhone 16/15 and More Series",4927.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,120.0,1800.0,,,,,ARCTIC,1.0,1.0,"ARCTIC P12 PWM - PC Fan, 120mm Case Fan with PWM, Pressure-optimised, Quiet Motor, Computer, Fan Speed: 200–1800 RPM (0 RPM <5%) - Black",4928.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Uniden,1.0,0.95,"Uniden BEARCAT 980 40- Channel SSB CB Radio with Sideband NOAA WeatherBand,7- Color Digital Display PA/CB Switch and Noise Cancelling Mic, Wireless Mic Compatible",4929.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,45.0,,,,Wireless,Canon,1.0,1.0,"Canon imageCLASS D1620 - Monochrome Duplex Wireless Laser Printer, Multifunction With Scanner, Copier, Automatic Document Feeder, 3 Year Limited Warranty, 45 PPM, White",4930.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,GoPro,1.0,0.95,GoPro Volta - Official GoPro Accessory,4931.0,
Networking & Smart Home,Premium,New,True,Current-Gen,,,7.0,,,,,,Garmin,1.0,1.0,"Garmin Striker 7SV with Transducer, 7"" GPS Fishfinder with Chirp Traditional, ClearVu and SideVu Scanning Sonar Transducer and Built in Quickdraw Contours Mapping Software, 7 inches (010-01874-00)",4932.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,,Canon,1.0,1.0,"Canon PowerShot V10 Camera, Content Creator Compact Vlogging Camera, Fixed 19mm Wide-Angle Lens, 4K Video, Face Detection, Built-in Microphone, Live Streaming, Built-in Stand, Black",4933.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,0.95,Apple Smart Folio for iPad (A16) - Sky ​​​​​​​,4934.0,
Audio & Video Equipment,Budget,New,False,Current-Gen,,,,,,,,,JVC,1.0,1.0,JVC Earclip Earbud Sport Earbud Earclip Black (HAEC10B) (HA-EC10B),4935.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Shure,1.0,0.95,"Shure SE425 PRO Wired Earbuds - Professional Sound Isolating Earphones with Detailed Sound, Dual-Driver Hybrid, Secure in-Ear Fit, Detachable Cable, Durable Quality - Clear (SE425-CL)",4936.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Panasonic,2.0,0.9,"Panasonic CR1616 3.0 Volt Long Lasting Lithium Coin Cell Batteries in Child Resistant, Standards Based Packaging, 2-Battery Pack",4937.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Nike,1.0,0.95,Nike Skinny Dri Fit Bands,4938.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Samsung,1.0,1.0,Samsung USB-C Data Charging Cable for Galaxy S9/S9+/Note 9/S8/S8+ - Black EP-DG950CBE- 100% Original - Bulk Packaging,4939.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,66.0,,,,Bluetooth,Edifier,1.0,0.9,Edifier R1700BTs Active Bluetooth Bookshelf Speakers - 2.0 Wireless Near Field Studio Monitor Speaker - 66w RMS with Subwoofer Line Out,4940.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,3.3,,240.0,,,USB4,UGREEN,1.0,0.95,"UGREEN USB C to USB C Cable 240W USB4 Gen4 80Gbps Premium 16K Dual 8K Triple 4K Display PD3.1 Type C Fast Charging Compatible with USB C Monitors, MacBook, iPad, iPhone 16/15/14, 3.3FT",4941.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,BAGGU,1.0,0.9,Compact Nylon Shoulder Bag by BAGGU,4942.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,WiFi 6,Ubiquiti Networks,1.0,1.0,"Ubiquiti Networks Access Point WiFi 6 Pro, W126582756",4943.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,OtterBox,1.0,0.9,"OtterBox iPhone 11 Commuter Series Case - Black, Slim & Tough, Pocket-Friendly, with Port Protection",4944.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,65.0,,,,Belkin,1.0,0.95,"Belkin 65W Dual USB C Charger Block, Super Fast Charging PD3.0 w/ GaN Technology - Samsung Galaxy S25, Apple iPhone 16, 15, 14, 13, Pro, Pro Max, iPad, MacBook, Nintendo Switch 2 & More - White",4945.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 305X Black High-yield Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Pro 300 M351, 300 MFP M375, 400 M451, 400 MFP M475 | CE410X",4946.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,6.5,,,,,,KICKER,2.0,0.95,"KICKER KB6B 2-Way Full Range Indoor Outdoor Speakers (Pair) Weatherproof Speakers for Patio Garage Poolside in-Home, 6.5 inch woofer, 2x5 inch Horn Tweeter Black",4947.0,
Laptops & Chromebooks,Premium,New,True,Current-Gen,16.0,1024.0,15.6,144.0,,FHD (1080p),"i5, RTX 3050",WiFi 6,HP,1.0,1.0,"HP Victus 15.6 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, W11 H, Blue",4948.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,AT&T,2.0,0.95,"AT&T TL86103 2-Line Corded/Cordless for Small Business with Answering Machine, 2-Mailboxes, Connect-to-Cell, Caller ID Announcer, Intercom, Line-Power, Long Range & Expandable to 12 Handsets",4949.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,EPSON,1.0,0.95,"EPSON 314 Claria Photo HD Ink High Capacity (T314XL922-S) Works with Expression Photo XP-15000, Gray/red",4950.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Tonies,1.0,0.9,Tonies Foldable Wired Headphones for Kids - Comfortably Designed to fit On-Ear - Works with Toniebox and All 3.5mm Devices - Light Blue,4951.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Sony,1.0,0.95,Sony WH-CH720NB Noise Canceling Wireless Bluetooth Headphones - Built-in Microphone - up to 35 Hours Battery Life and Quick Charge - Black - International Version,4952.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,2000.0,2000.0,,,Bluetooth 5.0,Pyle,1.0,0.95,Pyle 2000W 2-Channel Bluetooth 5.0 Power Amplifier - Bridgeable Rack-Mount Pro Audio Receiver with TRS/XLR Input - LCD Display - Cooling Fan - Bridge Mode - 4-8 Ohm Speakers - PTA1000BT,4953.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,3200.0,,,,WiFi 6,Motorola,1.0,0.9,"Motorola MG8702 | DOCSIS 3.1 Cable Modem + Wi-Fi Router (High Speed Combo) with Intelligent Power Boost | AC3200 Wi-Fi Speed | Approved for Comcast Xfinity, Cox, and Charter Spectrum",4954.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,24.0,1024.0,15.6,,,FHD (1080p),Ryzen 5,WiFi,Lenovo,1.0,1.0,"Lenovo V15 Gen 4 Business Laptop, 15.6"" FHD Screen, AMD Ryzen 5 5500U, 24GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Pro, Black",4955.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,2.4GHz,PHILIPS,1.0,1.0,"PHILIPS Wireless Keyboard and Mouse Combo-Ergonomic Keyboard and Mouse Wireless Combo with Silent Design,Plug n' Play,Sleep Mode and 2.4GHz Keyboard for Mac, Windows, Laptop-Black",4956.0,
"Desktops, Workstations & Servers",Mainstream,Renewed/Refurbished,False,Current-Gen,16.0,512.0,,,,,i7,,Dell,1.0,1.0,"Dell Optiplex 5050 Small Form Factor (SFF) Business Desktop PC, Intel i7-7700 Quad-Core 3.6 GHz, 16GB DDR4, 512G NVME SSD Windows 11 Pro (Renewed)",4957.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,APC,1.0,1.0,"APC UPS Battery Replacement, RBC55, for APC Smart-UPS Models SMT2200, SMT3000, SMT2200C, SMT200US, SMT3000C, SUA2200, SUA3000, and select others",4958.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,320.0,,4K/UHD (2160p),,Display Port 1.4 & 2 x HDMI 2.1,Acer,1.0,0.95,"Acer Predator Gaming Monitor | 27"" UHD 3840 x 2160 IPS | AMD FreeSync Premium | Up to 320Hz with DFR | Up to 0.5ms | VESA DisplayHDR400| DCI-P3 90% | Display Port 1.4 & 2 x HDMI 2.1 | XB273K V5bmiiprx",4959.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,UGREEN,2.0,0.9,UGREEN USB to Audio Jack Sound Card Adapter with Dual TRS 3-Pole 3.5mm Headphone and Microphone USB to Aux 3.5mm External Audio Converter for Windows Mac Linux PC Laptops Desktops PS5 Switch 2,4960.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,DEWALT,2.0,0.9,DEWALT DCH273P2 20V Max Brushless SDS Rotary Hammer with 5 Ah Batteries,4961.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Shure,1.0,0.9,"Shure SM58 Pro XLR Dynamic Microphone Stage Performance Kit with 15-Foot XLR-XLR Cable, Stand, A25D Clip and Bag - Professional Studio & Live Performance Cardioid Mic for Vocals (SM58-CN BTS)",4962.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,GoPro,5.0,0.95,"GoPro HERO13 Black + HB-Series Lens Collection - Includes Macro Lens, Ultra Wide Lens, 4 ND Filters, Anamorphic Lens, and Premium Case",4963.0,
"Desktops, Workstations & Servers",Mainstream,Renewed/Refurbished,False,Current-Gen,32.0,1024.0,,3.2,,,i5,,HP,1.0,1.0,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4964.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Lume Cube,1.0,0.9,"Lume Cube Ring Light Pro | Wireless Professional Lighting for Photography, Streaming, Video | Fully Adjustable Color and Brightness | Includes Sturdy, Portable Tripod Mount and Padded Carrying Case",4965.0,
Tablets & E-Readers,Mainstream,New,False,Current-Gen,,16.0,6.0,,,,,,Kobo,1.0,0.9,Kobo Clara Colour | eReader | 6” Glare-Free Colour E Ink Display | Dark Mode Option | Waterproof | Audiobooks | 16GB of Storage | Black,4966.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Brother,1.0,0.9,"Brother Genuine TN229XXLC Cyan Super High Yield Printer Toner Cartridge - Print up to 4,000 Pages(1), Compatible with HL-L3295CDW, HL-L8245CDW, MFC-L3780CDW, and MFC-L8395CDW Printers",4967.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,BlueParrott,1.0,0.95,"BlueParrott B450-XT Noise Cancelling Bluetooth Headset – Industry Leading Sound with Long Wireless Range, Extreme Comfort and Up to 24 Hours of Talk Time",4968.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,,,2K/QHD (1440p),,Dual-Band Wi-Fi,Arlo,4.0,1.0,"Arlo Pro 5S Spotlight Security Camera 2K HDR | Outdoor | Wireless | Dual-Band Wi-Fi Connects to Strongest Network |12X Zoom, 2-Way Audio, Siren, Color Night Vision,Live Stream(White, 4 Cameras)",4969.0,
Smartphones & Wearables,Premium,Renewed/Refurbished,True,Current-Gen,,128.0,,,,,,,Apple,1.0,1.0,"Apple iPhone 16 Pro, US Version, 128GB, Desert Titanium for T-Mobile (Renewed)",4970.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,72.0,480.0,,,,,Amazon Basics,1.0,0.95,"Amazon Basics USB-C to USB-A 2.0 Fast Charger Cable, Nylon Braided Cord, 480Mbps Speed, USB-IF Certified, for Apple iPhone 16/15, iPad, Samsung Galaxy, Tablets, Laptops, 6 foot, Dark Grey",4971.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,2.88,,,,,,Lian Li,1.0,0.95,Lian Li GA II LCD 360MM AIO - Asetek 8th Gen - 2.88” IPS LCD screen liquid cooler - Screen recording for videos and photos - Pre-installed daisy-chained ARGB fans or UNI FAN SL-INF fans (GA2ALCD36INB),4972.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,0.95,Apple Lightning to Digital AV Adapter,4973.0,
Audio & Video Equipment,Budget,New,False,Current-Gen,,,4.33,,4.0,,,,Uniden,1.0,0.9,"Uniden PRO401HH Professional Series 40 Channel Handheld CB Radio, 4 Watts Power with Hi/Low Power Switch, Auto noise cancellation, Belt Clip And Strap Included, 2.75in. x 4.33in. x 8.66in.",4974.0,
PC Components (Core),Mainstream,New,True,Current-Gen,32.0,,,6000.0,1.35,,,,G.SKILL,2.0,1.0,G.SKILL Trident Z5 RGB Series (Intel XMP 3.0 & AMD Expo) DDR5 RAM 32GB (2X 16GB) 6000MT/s CL36-36-36-96 1.35V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3636F16GA2-TZ5RK),4975.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,EPSON,1.0,0.95,"EPSON 252 DURABrite Ultra Ink High Capacity Magenta Cartridge (T252XL320-S) Works with WorkForce WF-3620, WF-3640, WF-7110, WF-7610, WF-7620, WF-7710, WF-7720, WF-7210",4976.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Duracell,30.0,1.0,Duracell Optimum Coppertop AA Batteries with 4X Power Boost Ingredients 30 Count,4977.0,
Peripherals & Input Devices,Enterprise/Professional,New,False,Current-Gen,,,,,,,,Wireless,Brother,1.0,0.9,"Brother HL-L6310DW Enterprise Monochrome Laser Printer with Low-Cost Printing, WirelessNetworking, and Large Paper Capacity, Works with Alexa",4978.0,
