category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,HP 307A Black Toner Cartridge | Works with HP Color LaserJet Professional CP5225 Series | CE740A,880
Networking & Smart Home,mesh_system,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AC1200,,Dual-Band,,,Wired,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"TP-Link Powerline WiFi Extender TL-WPA7617 KIT - Includes AV1000 Powerline Ethernet Network Adapter and AC1200 Dual Band Extender, Gigabit Port, Passthrough, OneMesh, Ethernet Over Power, Plug & Play",881
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-4770,,,32.0,1024.0,Gen4,,,,,,,,,Optiplex 9020,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Dell Optiplex 9020 Small Form Factor Desktop with Intel Core i7-4770 Upto 3.9GHz, HD Graphics 4600 4K Support, 32GB RAM, 1TB SSD, DisplayPort, HDMI, Wi-Fi, Bluetooth - Windows 10 Pro (Renewed)",882
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Samsung 9250S Wireless Rear Speaker Kit, Black (SWA-9250S/ZA, 2025)",883
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,,,,,,,15.6,FHD_1080p,,,,,,,,,,,,,,,,,,Intel Core i5-1135G7,,,8.0,256.0,DDR4,,,,,,,,,,,,,,,,,,HDMI,,,,,,,True,,SSD,,gpt-4o-mini,"HP 15.6"" Diagonal Full HD (1920 x 1080) Laptop, 11th Gen Intel Core i5-1135G7 Processor, 8GB DDR4 RAM, 256GB SSD, 802.11ac, Bluetooth, HDMI, Windows 11",884
Networking & Smart Home,range_extender,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS RP-BE58 BE3600 Dual Band WiFi 7 (802.11be) Range Extender, AiMesh Extender for Seamless mesh WiFi; Works with Any WiFi Router",885
Computers & Gaming,nas,Mainstream,New,False,Current-Gen,Synology,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,DS425+,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Synology 4-Bay DiskStation DS425+ (Diskless),886
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,MSI,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,QHD_1440p,QD-OLED,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI MAG 271QPX QD-OLED 27"" OLED QHD 360Hz 0.03ms FreeSync Premium Gaming Monitor with HD R400",887
Accessories,protection_case,Mainstream,New,True,Current-Gen,Oakley,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Oakley Primer Recycled Laptop Bag, Blackout, One Size",888
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,Canon,0.95,Inkjet,True,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Canon SELPHY QX20 Compact Photo Printer Dark Gray,889
"Cameras, Photography & Video",monitor,Mainstream,New,False,Current-Gen,FEELWORLD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,FHD_1080p,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"FEELWORLD S55 V3 6 Inch DSLR Camera Field Monitor Bundle - FHD IPS Screen, 4K HDMI in/Out, Tilt Arm, Power Output, Battery & Carry Case Included",890
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,True,,,,,F-to-F,False,,,,gpt-4o-mini,UGREEN Headphone Splitter for Computer 3.5mm Female to 2 Dual 3.5mm Male Braided Audio Splitter Cable Microphone Stereo Jack Earphones Port Cord Gaming Headset to PC Laptop Adapter Black,891
Out of Scope,excluded,Mainstream,New,False,Legacy,KODAK,0.9,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,KODAK Gold 200 Foil Vertical Pack of 3 GB135-36,892
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Garmin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Garmin Striker Vivid 5cv, Easy-to-Use 5-inch Color Fishfinder and Sonar Transducer, Vivid Scanning Sonar Color Palettes (010-02551-00)",893
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Belkin,0.9,,,,,,,,,,,,24.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,M-to-F,,,,24.0,gpt-4o-mini,"Belkin Dual Port USB Charger Block 24W - iPhone Charger Fast Charging - iPhone 16, 15, 14, iPad Pro, Samsung Galaxy S25, Nintendo Switch 2 & More - Cable Not Included",894
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Pyle Waterproof Wall Mount Speaker System - 5.25 Inch Active + Passive Pair Wireless Bluetooth Compatible Indoor/Outdoor Stereo Sound Set with AUX IN - Pyle PDWR52BTBK (Black),895
Peripherals & Input,usb_flash_drive,Mainstream,New,False,Current-Gen,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,USB-C,,,,,,M-to-F,,,Flash,,gpt-4o-mini,"SanDisk 32GB Ultra USB Type-C Flash Drive - SDCZ460-032G-G46, Black",896
Accessories,protection_case,Mainstream,New,False,Current-Gen,BAGSMART,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,"MacBook Air/Pro, Dell, HP, Lenovo, ASUS, Acer, Huawei",,,,,,,,gpt-4o-mini,"BAGSMART 15-16 inch Laptop Case with Handle, Puffy Padded Laptop Bag Sleeve for Women, Portable MacBook Air/Pro Case Compatible with Dell, HP, Lenovo, ASUS, Acer, Huawei Computer, Pink",897
Accessories,adapter,Mainstream,New,False,Current-Gen,Belkin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,"iPad Pro, Galaxy, Note, Google Pixel, LG G6, Sony Xperia, OnePlus",,,M-to-F,,,,,gpt-4o-mini,"Belkin RockStar™ 3.5mm Audio with USB-C Charge Adaptor Included, USB-C Audio Adaptor Compatible with iPad Pro, Galaxy, Note, Google Pixel, LG G6, Sony Xperia, OnePlus and More - Black",898
Accessories,protection_case,Mainstream,New,True,Current-Gen,Microsoft,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,Microsoft,,,,,,,,gpt-4o-mini,"Microsoft Surface Pro Keyboard with Slim Pen 2 Bundle for Pro Copilot+ (11th Edition), Pro 9 and Pro 8, Alcantara Material, Platinum",899
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,HP,1.0,Inkjet,True,True,A4,15.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"HP ENVY Inspire 7958e Wireless All-in-One Color Inkjet Printer, Print, scan, copy, Duplex printing best-for-home, 3 month Instant Ink trial included (327A7A)",900
"Cameras, Photography & Video",lens,Mainstream,New,True,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon EF-S 10-18mm f/4.5-5.6 is STM Lens, Lens Only",901
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Samson,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Samson SR850 Professional Studio Reference Headphones,902
Accessories,adapter,Mainstream,New,False,Current-Gen,Arlo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Arlo Essential Solar Panel Charger (2nd Generation) - Arlo Certified Accessory - Works with Essential Outdoor Camera and Essential Outdoor XL Camera (2nd Generation), White - VMA6600",903
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Belkin,0.95,,,,,,,,,,,,42.0,W,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Belkin 42W Dual Port Charger Block, USB-C + USB-A Charger Super Fast Charging - Samsung Galaxy S25, Apple iPhone 16, 15, 14, 13, Pro, Pro Max, iPad, AirPods, Nintendo Switch 2 & More - White",904
"Cameras, Photography & Video",webcam,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Logitech PTZ Pro 2 USB HD 1080P Video Camera for Conference Rooms,905
"Cameras, Photography & Video",mirrorless_dslr,Mainstream,New,True,Current-Gen,Fujifilm,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS-C,4K,False,,40.2,,,2.0,,,,,,,,,,,,,,,,X100VI,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Fujifilm X100VI 40.2 MP Mirrorless Camera with Fixed 23mmF2 Lens (APS-C X-Trans CMOS 5 Sensor, X-Processor 5, Hybrid Viewfinder, LCD Tilt Touchscreen, Face Detection AF, 20 Film Simulations - Black",906
Out of Scope,excluded,Mainstream,New,False,Legacy,Humminbird,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Humminbird MEGA Live 2 Forward-Facing Sonar Transducer for XPLORE, APEX, and SOLIX G3 Fish Finders",907
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.95,,True,,A4,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Waterproof Printable Shipping Labels with Sure Feed, 3-1/3"" x 4"", White, 300 Blank Mailing Labels (5524)",908
Audio & Media Systems,excluded,Mainstream,New,False,Current-Gen,Audio-Technica,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Audio-Technica AT-VMN95C Conical Replacement Turntable Stylus, Blue",909
Accessories,cable,Mainstream,New,False,Current-Gen,AINOPE,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.048,USB-C 3.2,,,,,,M-to-M,,,,60.0,gpt-4o-mini,"AINOPE USB C to USB C Cable, 10 FT USB C Cable Fast Charging with Type C to USB Adapter, 60W USB to USBC Cable for iPhone 16 Pro Max Plus 15 14 13 12 Samsung 25 Ultra iPad MacBook Switch, Grey",910
Computers & Gaming,laptop,Mainstream,New,True,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,WiFi_6E_AXE,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,Core Ultra 5 125U,,,16.0,1024.0,DDR5,,,,,,,,,Envy x360,,,,,,,True,,HDMI,,,,,,,True,,SSD,,gpt-4o-mini,"HP Envy x360 2-in-1 Laptop, 16"" WUXGA IPS Wide Ultra Touchscreen Display, Core Ultra 5 125U (Beats i7-1255U), 16GB DDR5, 1TB PCIe SSD, TB 4, WiFi 6E, Bluetooth, Webcam, PDG HDMI Cable, Win 11 Pro",911
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,APC,0.95,,,,,,,,750.0,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"APC UPS Battery Replacement, RBC48, for APC Smart-UPS SMT750, SMT750US, SUA750 and select others",912
Accessories,battery,Mainstream,New,True,Current-Gen,DJI,0.9,,,,,,,,,,,,2000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osmo Action 3, Osmo Action 4, Osmo Action 5 Pro",,,,,,,,gpt-4o-mini,"DJI Osmo Action Extreme Battery, Compatibility: Osmo Action 3, Osmo Action 4, Osmo Action 5 Pro",913
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,Google,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixel Watch,LTE/4G,,41.0,,,,,,,,,,,,,,,,,gpt-4o-mini,"Google Pixel Watch, 41mm Polished Silver Case w/Charcoal Active Band, Android Smartwatch, Fitbit Activity, Fitness, Sleep, Heart Rate Tracking, LTE Support",914
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,JLab,0.95,,True,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"JLab JBuddies ANC 2 in 1 Wireless + Wired Kids Headphones, Active Noise Canceling and Be Aware Modes, Safe Volume Settings, 50+ Hours Playtime, Adjustable, Purple/Pink",915
"Cameras, Photography & Video",lens,Mainstream,New,False,Current-Gen,VILTROX,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prime,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"VILTROX 20mm f2.8 FE, 20mm f/2.8 e-Mount Full Frame AF Lens for Sony e Mount, Prime Wide Angle Lens for Sony e Mount a7cr a7cii a7c a6700 zv-e100 a6600 a6400 a7iv a7iii",916
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Klein Tools,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Klein Tools AEPJS1 Bluetooth Speaker, Wireless Portable Jobsite Speaker Plays Audio and Answers Calls Hands Free, IPX5, Worksite Ready",917
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Shure,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,gpt-4o-mini,"Shure SRH440A Over-Ear Wired Headphones for Monitoring & Recording, Professional Studio Grade, Enhanced Frequency Response, Work with All Audio Devices, Adjustable & Collapsible Design - 2022 Version",918
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.95,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Printable Return Address Labels with Sure Feed, 0.5"" x 1.75"", White, 2,000 Blank Mailing Labels (05267)",919
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Pioneer,0.95,,,,,,2.0,,,,,,,,4.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Pioneer A-Series Standard TS-A6961F 6” x 9” 4-Way Speakers (Pair) – 450W Max, Balanced Sound + Smooth Treble, Enhanced Bass, Ideal Factory Upgrade, Installation Adaptors Included",920
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,LG,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,4K60,,,,,,,,,,,,32.0,4K_UHD,LCD,,,,Fixed,1.0,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"LG 32UN650-W Monitor 32"" UHD (3840 x 2160) IPS Ultrafine Display, HDR10 Compatibility, DCI-P3 95% Color Gamut, AMD FreeSync, 3-Side Virtually Borderless Design, Height Adjustable Stand - Silve/White",921
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 204A Yellow Toner Cartridge | Works with HP Color LaserJet Pro M154 Series, HP Color LaserJet Pro MFP M180, M181 Series | CF512A",922
Peripherals & Input,excluded,Mainstream,Renewed/Refurbished,True,Current-Gen,Nintendo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Joy-Con Left (Neon Blue) (Nintendo Switch) (Renewed),923
"Office, Printing & Power",printer,Enterprise/Professional,New,True,Current-Gen,Brother,1.0,Laser,False,True,A4,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Brother MFC-L6810DW Enterprise Monochrome Laser All-in-One Printer, Large Paper Capacity, Wireless Networking, Advanced Security Features, and Duplex Print, Scan, and Copy, Works with Alexa",924
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,AGM Global Vision,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"AGM Global Vision Taipan Thermal Imaging Monocular for Hunting 12μm Sensor, Hot Spot Tracking, 8× Digital Zoom, Video Recording, WiFi, IP67 Waterproof",925
Computers & Gaming,excluded,Mainstream,New,False,Current-Gen,Arduino,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Arduino Nano ESP32 with Headers [ABX00083] – ESP32-S3, USB-C, Wi-Fi, Bluetooth, HID Support, MicroPython Compatible for IoT & Embedded Projects",926
Networking & Smart Home,cable,Mainstream,New,False,Current-Gen,VIVO,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.8,Ethernet,,,,,,,,,,,gpt-4o-mini,"VIVO 1,000ft Bulk Cat5e Wire, CCA Ethernet Cable, 24 AWG, UTP Pull Box, LAN Network, Gray, CABLE-V001",927
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,False,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-8700T,,,32.0,1024.0,DDR4,,,,,,,,,Optiplex 7060 Micro MFF,,,,,,,,,,,,,,,,,,NVMe,,gpt-4o-mini,Dell Optiplex 7060 Micro MFF Desktop PC Intel i7-8700T 6-Cores 2.40GHz 32GB DDR4 New 1TB M.2 NVMe SSD WiFi BT HDMI New KB & Mouse Windows 11 Pro (Renewed),928
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Godox,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Godox iT30pro F TTL Mini Flash - GODOX iT30 Pro F for Fuji - GoDOx IT30 Pro for Fujifilm GodOX TTL Flash, Wireless Master & Receiver, HSS 1/8000 Second, 2.4G Wireless, GodOX Flash Black",929
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Kryptonite,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Kryptonite Alarm Disc, Heavy Duty Anti-Theft Motorcycle Lock with 120db Alarm, Weather-Resistant, Powersport Disc Break Lock",930
Networking & Smart Home,hub_bridge,Mainstream,New,False,Current-Gen,Wyze,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wired,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Wyze Home Security Core Kit: Hub, Keypad, Motion Sensor, Entry Sensors (x2); Compatible w/ Wyze Cam, Leak & Climate Sensors; 3 Mo. of 24/7 Professional Monitoring Service Incl., Subscription Required",931
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Lexmark,0.95,,,,,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Lexmark B/MB2236 Return Program 3K Toner Cartridge (B221H00), 1 Unit",932
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Office Depot,0.9,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Office Depot® Brand Laminating Pouches, Business Card Size, 5 Mil, 2.56"" x 3.75"", Pack Of 100",933
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,GIGABYTE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B760,,,,,DDR5,,,LGA 1700,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,GIGABYTE B760M DS3H AX (LGA 1700/ Intel/ B760/ M-ATX/ DDR5/ 2* M.2/ PCIe 4.0/ USB 3.2 Gen 2 Type-C/WiFi 6E/ 2.5GbE LAN/Q-Flash Plus/PCIe EZ-Latch/Motherboard),934
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Panasonic,0.9,,,,,,,,,,,,,,,,,,,on-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KX-TCA430,,,,,,,,,2.5 mm,,,,,,M-to-F,False,,,,gpt-4o-mini,"Panasonic Comfort Fit Headset for TCA Series Cordless Landline Phones, Foldable Headset with Flexible Noise-Cancelling Microphone and Volume Control, 2.5 mm Plug, Grey/Silver KX-TCA430",935
Audio & Media Systems,speaker,Premium,New,True,Current-Gen,Marshall,0.95,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,Marshall Kilburn III Bluetooth Speaker - Premium Water Resistance Portable Bluetooth Speaker & Wireless Speakers 50+ Playtime - Black and Brass,936
