category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype
Accessories,remote_control,Mainstream,New,False,Current-Gen,Amazon,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,3.7133281345162463,6.2166061010848646,13.156992797452878,Amazon_remote_control
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,Laser,False,False,A4,,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,5.659098867029561,5.303304908059076,4.820281565605037,HP_toner_ink
Accessories,protection_case,Mainstream,New,True,Current-Gen,SAMSUNG,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,SAMSUNG,,,,,,,,False,3.9,No Badge,Organic,1,0,0,0.0,3.2577118486533987,6.90875477931522,5.332718793265369,SAMSUNG_protection_case
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,,,,,,,,,12.0,W,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,0.4572,Lightning,,,Apple,,,M-to-F,False,,,12.0,False,4.6,No Badge,Organic,1,0,0,0.0,2.363680192353857,6.90875477931522,9.840387995592812,Amazon Basics_charger
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,True,,,,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.7010550300440697,6.68586094706836,8.09346227450118,Brother_toner_ink
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,144.0,,,,,,,,,,,,,,,,AMD Ryzen 5 7535HS,,,16.0,512.0,DDR5,,,,,True,,,,Victus,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,6.386879319362645,4.61512051684126,4.564348191467836,HP_laptop
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,32.0,4K_UHD,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M8 (M80F),,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,6.552493621597604,4.61512051684126,2.8903717578961645,SAMSUNG_monitor
Accessories,screen_protector,Mainstream,New,False,Current-Gen,ESR,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempered_Glass,Apple Watch Ultra 2/Ultra,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,2.7073833121145063,6.90875477931522,5.342334251964811,ESR_screen_protector
PC Components (Core),ram,Mainstream,New,True,Current-Gen,CORSAIR,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR5,,,64.0,,DDR5,,,,,,,,,VENGEANCE RGB,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,5.3518107389880365,5.707110264748875,5.802118375377063,CORSAIR_ram
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,,,,,,,,,,,,Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,False,,,,False,4.5,No Badge,Organic,1,0,0,0.0,2.8326249356838407,6.90875477931522,7.103322062526113,Lenovo_keyboard
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TR7820, TS7720/7722",,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.05,3.09058780456667,6.90875477931522,5.655991810819852,Canon_toner_ink
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,7.314293144813257,3.9318256327243257,2.8903717578961645,Texas Instruments_calculator
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brady,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,4.195245147157833,5.707110264748875,6.210600077024653,Brady_toner_ink
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,Samsung,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.44,4.510309904964132,6.2166061010848646,5.655991810819852,OtterBox_protection_case
PC Components (Core),case,Mainstream,New,False,Current-Gen,LIAN LI,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,4.644102395989878,5.993961427306569,7.370860166536716,LIAN LI_case
"Cameras, Photography & Video",tripod,Mainstream,New,False,Current-Gen,UBeesize,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floor_stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.1,Limited time deal,Organic,1,0,0,0.13,3.5260663637080247,6.2166061010848646,4.997212273764115,UBeesize_tripod
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Bose,0.95,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.8,No Badge,Organic,0,0,0,0.0,4.330601752681694,6.2166061010848646,9.91081067291591,Bose_speaker
"Cameras, Photography & Video",gimbal_tripod,Mainstream,New,True,Current-Gen,DJI,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,6.76849321164863,5.303304908059076,6.784457062637643,DJI_gimbal_tripod
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPad Air,,,,,,,,False,4.3,No Badge,Organic,1,0,0,0.23,4.875120984409557,5.993961427306569,5.849324779946859,OtterBox_protection_case
Peripherals & Input,external_drive,Mainstream,New,False,Legacy,SanDisk,0.95,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,USB 2.0,,,,,,,,,Flash,,False,4.7,No Badge,Organic,1,0,0,0.0,3.682358237123671,6.2166061010848646,7.274479558773871,SanDisk_external_drive
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.8,No Badge,Organic,1,0,0,0.0,5.19844178112078,5.707110264748875,2.3978952727983707,HP_toner_ink
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.795707897553386,5.993961427306569,6.0063531596017325,Brother_toner_ink
Audio & Media Systems,soundbar,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,5.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.9,No Badge,Organic,0,0,0,0.0,5.4458317893365855,5.707110264748875,9.023408202624545,Sony_soundbar
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,21.5,FHD_1080p,,75.0,,wall,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.673856343776539,5.707110264748875,8.174702882469461,ASUS_monitor
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPad Pro 11-inch,,,,,,,,False,3.9,No Badge,Organic,1,0,0,0.27,4.6150215020384655,5.993961427306569,4.983606621708336,OtterBox_protection_case
Displays & Mounting,tv,Mainstream,New,True,Current-Gen,Samsung,1.0,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,32.0,4K_UHD,QLED,,True,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,QN32Q60D,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,0,1,0,0.0,5.94277312806309,5.303304908059076,7.317876198626496,Samsung_tv
Audio & Media Systems,earbuds,Mainstream,Renewed/Refurbished,True,Current-Gen,Bose,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SoundSport,,,,,,,,,,,,Apple,,,,True,,,,False,4.4,No Badge,Organic,0,0,0,0.07,3.9889840465642745,6.2166061010848646,4.997212273764115,Bose_earbuds
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Panasonic,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,1,0,0,0.0,2.93651291389402,6.90875477931522,7.652070746116482,Panasonic_speaker
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,1,0,0.0,2.395164274287139,6.90875477931522,10.659398242331685,PopSockets_strap_grip
"Cameras, Photography & Video",action_cam,Mainstream,New,True,Current-Gen,GoPro,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,6.476972362889683,5.303304908059076,5.093750200806762,GoPro_action_cam
Networking & Smart Home,wifi_extender,Mainstream,New,False,Current-Gen,NETGEAR,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AC1900,35.0,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.0,No Badge,Organic,0,0,0,0.0,3.6375861597263857,6.2166061010848646,7.856319571406588,NETGEAR_wifi_extender
Accessories,mount_small,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.37,2.5641798306825083,6.90875477931522,7.891704659330107,UGREEN_mount_small
Audio & Media Systems,soundbar,Mainstream,New,False,Current-Gen,Hisense,0.95,,,,,,,,,,,,,,2.1,240.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,4.875120984409557,5.707110264748875,6.251903883165888,Hisense_soundbar
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,KICKER,0.9,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.453882071774309,6.2166061010848646,7.860570785538664,KICKER_speaker
Mobile Devices,smartphone,Premium,Renewed/Refurbished,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,iPhone 16e,5G,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.05,6.26530121273771,4.61512051684126,2.8903717578961645,Apple_smartphone
Audio & Media Systems,mic_accessory,Mainstream,New,False,Current-Gen,OnStage,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.5248888540047054,6.55250788703459,8.420021279663963,OnStage_mic_accessory
Accessories,remote_control,Mainstream,New,True,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,4.025173103360802,6.2166061010848646,7.370860166536716,Canon_remote_control
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,True,,A4,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,4.142975983633837,5.993961427306569,9.465137617092187,Canon_toner_ink
Accessories,adapter,Mainstream,New,False,Current-Gen,8BitDo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,False,4.4,No Badge,Organic,1,0,0,0.13,3.0440461338325417,0.0,8.646992628951082,8BitDo_adapter
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False,4.2,No Badge,Organic,1,0,1,0.0,4.3943256902608985,6.2166061010848646,5.247024072160486,UGREEN_dock_hub
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Nitecore,0.95,,,,,,,,,,,,20000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,0,0,0,0.0,4.614625344758847,5.993961427306569,4.941642422609304,Nitecore_charger
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,CyberPower,1.0,,,,,,,,1500.0,VA,False,,1500.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,6.22261594982372,4.61512051684126,6.20455776256869,CyberPower_ups
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,3.5 mm,,,,,,,False,,,,False,4.5,No Badge,Organic,1,0,0,0.0,4.614625344758847,6.2166061010848646,10.785890525742929,Razer_headphones
Mobile Devices,tablet,Mainstream,New,False,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,Galaxy Tab A7 Lite,WiFi,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,5.058091235252551,5.707110264748875,9.641343263872184,SAMSUNG_tablet
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Epson,1.0,Inkjet,True,True,A4,35.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,WF-3823,,,,,,,True,,,,,,,,,True,,,,False,4.0,No Badge,Organic,1,1,0,0.33,5.017213609456379,5.707110264748875,6.22455842927536,Epson_printer
Computers & Gaming,mini_pc,Mainstream,Renewed/Refurbished,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i5-8500T,,,16.0,256.0,DDR4,,,,,,,,,EliteDesk 800 G4 Mini,,,,,,,,,,,,,,,,,,NVMe,,False,4.3,No Badge,Organic,0,0,0,0.1,5.326370180990072,5.303304908059076,5.342334251964811,HP_mini_pc
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Renata,0.9,,,,,,2.0,,,,,,1.55,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,1.801709800081223,7.601402334583733,7.479299637782834,Renata_battery
Computers & Gaming,chromebook,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,FHD_1080p,,,,,,,,,,,,,,,,,,,,,4.0,224.0,,,,,,,,,,,,True,,,,,True,,,,,,,,,True,,,,False,4.3,No Badge,Organic,1,0,1,0.0,5.991464547107982,5.303304908059076,5.2832037287379885,SAMSUNG_chromebook
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Skullcandy,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.0,No Badge,Organic,1,0,0,0.0,4.18950321539533,6.2166061010848646,5.662960480135946,Skullcandy_earbuds
PC Components (Core),hdd_internal,Mainstream,New,False,Current-Gen,Seagate,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,ST5000LM000,,,,,,,,,SATA 6Gb/s,,,,,,,,,HDD,,False,4.4,No Badge,Organic,0,0,0,0.0,5.081404364984463,5.707110264748875,9.330165765044532,Seagate_hdd_internal
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.41,2.8898160479624417,6.90875477931522,10.439278922319868,PopSockets_strap_grip
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.13,2.8326249356838407,6.90875477931522,6.356107660695892,UGREEN_wifi_adapter
Peripherals & Input,controller,Mainstream,New,False,Current-Gen,8Bitdo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,0,0,1,0.0,3.0440461338325417,6.68586094706836,8.336150816120663,8Bitdo_controller
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,Laser,False,False,A4,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,4.851170519445229,5.707110264748875,6.3818160174060985,HP_toner_ink
Accessories,protection_case,Mainstream,New,False,Current-Gen,MOSISO,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,MacBook Air,,,,,,,,False,4.2,No Badge,Organic,0,0,0,0.0,2.784393767689544,6.90875477931522,10.386191440985094,MOSISO_protection_case
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,Lexar,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,False,4.8,No Badge,Organic,1,0,0,0.31,4.18950321539533,6.2166061010848646,6.001414877961151,Lexar_sd_card
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Epson,0.95,Inkjet,True,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,3.588782837575651,6.55250788703459,6.066108090103747,Epson_toner_ink
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL-WN725N,,,,,,,,,USB,,,,,,M-to-F,True,,,,False,4.4,No Badge,Organic,0,0,0,0.0,2.633326654906273,6.90875477931522,11.660776342648958,TP-Link_wifi_adapter
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,2.39698576841553,6.90875477931522,8.382975849296429,ESR_protection_case
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.803118998667745,5.993961427306569,6.461468176353717,HP_toner_ink
PC Components (Core),case_fan,Mainstream,New,False,Current-Gen,ARCTIC,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,2.377692565480851,6.90875477931522,7.818027938530729,ARCTIC_case_fan
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,AMD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9,,,,,DDR4,,,,,,,,,Ryzen 9 5900X,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,5.560681631015528,5.707110264748875,9.472550778454297,AMD_cpu
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,144.0,,,,,,,,,,,,,,,,Ryzen 7-7735HS + NVIDIA Geforce RTX 4050,,,16.0,512.0,,,,,,True,,,,B7VE-214US,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,0,0,0,0.0,6.798977821109555,4.61512051684126,7.593877844605118,MSI_laptop
Accessories,protection_case,Mainstream,New,False,Current-Gen,BAGSMART,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,2.63834278867739,6.90875477931522,6.198478716492308,BAGSMART_protection_case
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,Canon,0.95,Inkjet,True,False,Wide-Format/Plotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,0,0,0,0.0,6.620073206530356,4.61512051684126,2.833213344056216,Canon_printer
